gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,expected_tenure,CLV,Cluster,Contract,PaymentMethod
1,0,1,0,35,1,1,0,0,0,0,0,0,1,75.2,2576.2,1,1,0,0,0,0,1,0,35,2632.0,3,Month-to-month,Electronic check
1,1,1,0,71,1,1,0,0,0,0,0,0,0,24.85,1901.0,0,0,1,0,1,0,0,0,71,1764.3500000000001,0,Two year,Bank transfer (automatic)
0,0,0,0,29,1,0,0,0,0,0,0,0,0,19.35,601.6,0,0,1,0,0,1,0,0,29,561.1500000000001,2,Month-to-month,Credit card (automatic)
1,0,1,0,71,0,0,0,1,0,0,1,1,0,49.35,3515.25,1,0,0,0,1,0,1,0,71,3503.85,0,Two year,Electronic check
1,1,1,0,7,1,0,0,0,0,0,1,1,1,89.0,605.45,0,1,0,0,0,0,1,0,7,623.0,3,Month-to-month,Electronic check
0,1,0,0,57,0,0,0,1,1,0,1,1,1,55.0,3094.05,0,0,0,0,0,0,1,0,57,3135.0,0,Month-to-month,Electronic check
1,0,1,0,65,1,1,1,0,1,1,0,1,0,76.15,4929.55,0,0,0,0,1,0,0,0,65,4949.75,1,Two year,Bank transfer (automatic)
1,0,0,0,27,1,0,0,0,0,0,0,0,0,20.3,595.05,0,0,1,1,0,0,0,1,27,548.1,2,One year,Mailed check
1,0,0,0,6,1,1,0,0,0,0,0,0,1,74.9,469.8,1,1,0,0,0,0,1,0,6,449.40000000000003,3,Month-to-month,Electronic check
0,1,0,0,72,1,1,1,1,1,1,1,1,1,117.35,8436.25,0,1,0,0,1,1,0,0,72,8449.199999999999,1,Two year,Credit card (automatic)
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,1,0,0,0,0,1,1,19.75,2,Month-to-month,Mailed check
1,0,0,0,11,1,0,0,0,0,0,0,0,0,45.2,492.0,0,0,0,0,0,1,0,0,11,497.20000000000005,2,Month-to-month,Credit card (automatic)
1,0,1,1,39,1,1,0,0,0,0,0,0,0,25.2,987.95,0,0,1,0,1,0,0,1,39,982.8,0,Two year,Mailed check
0,1,0,0,59,1,1,1,1,1,0,0,0,1,89.75,5496.9,0,1,0,0,0,0,1,0,59,5295.25,1,Month-to-month,Electronic check
1,0,0,0,26,1,0,1,0,0,1,1,1,0,75.0,1908.35,0,0,0,1,0,0,0,0,26,1950.0,3,One year,Bank transfer (automatic)
1,1,0,0,2,1,0,0,0,1,0,0,0,0,49.95,107.1,0,0,0,0,0,0,0,1,2,99.9,2,Month-to-month,Mailed check
0,0,1,1,72,0,0,1,1,1,1,1,1,0,65.7,4575.35,0,0,0,0,1,0,0,0,72,4730.400000000001,1,Two year,Bank transfer (automatic)
1,0,1,0,65,1,1,1,1,1,0,0,0,0,67.05,4309.55,0,0,0,1,0,1,0,0,65,4358.25,1,One year,Credit card (automatic)
1,0,1,1,72,1,1,0,1,1,1,1,1,0,110.9,7922.75,0,1,0,0,1,1,0,0,72,7984.8,1,Two year,Credit card (automatic)
1,0,0,0,6,1,1,0,0,0,1,0,1,1,87.95,522.35,0,1,0,0,0,0,0,0,6,527.7,3,Month-to-month,Bank transfer (automatic)
1,1,0,0,32,1,0,0,0,0,0,0,0,0,19.8,587.7,0,0,1,1,0,1,0,0,32,633.6,2,One year,Credit card (automatic)
0,0,1,0,50,1,1,0,0,1,0,1,1,0,75.7,3876.2,0,0,0,1,0,0,0,0,50,3785.0,1,One year,Bank transfer (automatic)
1,0,1,0,61,0,0,1,0,1,1,1,1,1,62.15,3778.85,0,0,0,0,1,0,0,1,61,3791.15,0,Two year,Mailed check
0,0,0,0,15,1,0,0,1,1,0,1,1,1,101.25,1457.25,1,1,0,0,0,0,1,0,15,1518.75,3,Month-to-month,Electronic check
1,0,1,0,72,1,1,1,1,1,1,1,1,0,115.15,8349.45,0,1,0,0,1,0,0,0,72,8290.800000000001,1,Two year,Bank transfer (automatic)
1,0,0,0,9,1,0,0,0,0,0,0,0,1,18.95,185.6,1,0,1,0,0,0,0,1,9,170.54999999999998,2,Month-to-month,Mailed check
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,0,0,1,0,0,0,0,1,1,19.5,2,Month-to-month,Mailed check
0,0,0,0,12,1,1,0,0,0,0,0,1,1,86.55,1066.9,0,1,0,0,0,0,1,0,12,1038.6,3,Month-to-month,Electronic check
0,0,0,0,37,0,0,0,0,0,1,0,0,0,28.6,973.55,1,0,0,0,0,1,0,0,37,1058.2,0,Month-to-month,Credit card (automatic)
1,0,1,1,61,1,0,0,0,0,0,0,0,0,20.4,1226.45,0,0,1,1,0,0,0,1,61,1244.3999999999999,0,One year,Mailed check
1,0,1,1,18,1,0,0,0,0,0,0,0,0,19.8,342.3,0,0,1,1,0,0,0,0,18,356.40000000000003,2,One year,Bank transfer (automatic)
1,0,0,1,21,1,0,0,0,0,0,0,0,0,45.65,985.05,0,0,0,0,0,0,0,1,21,958.65,2,Month-to-month,Mailed check
1,0,1,1,68,0,0,1,1,1,1,0,1,1,56.4,3948.45,0,0,0,0,1,0,0,1,68,3835.2,0,Two year,Mailed check
1,1,0,0,12,1,1,0,0,0,0,0,0,1,73.3,828.05,0,1,0,0,0,1,0,0,12,879.5999999999999,3,Month-to-month,Credit card (automatic)
0,1,0,0,2,0,0,0,0,0,0,0,0,0,24.35,41.85,1,0,0,0,0,0,1,0,2,48.7,2,Month-to-month,Electronic check
0,0,1,0,62,1,1,0,0,1,0,1,1,1,101.35,6164.7,0,1,0,0,0,0,1,0,62,6283.7,1,Month-to-month,Electronic check
0,1,0,0,29,1,1,0,0,0,1,1,1,0,98.65,2862.75,1,1,0,0,0,0,1,0,29,2860.8500000000004,3,Month-to-month,Electronic check
1,0,0,1,1,0,0,0,1,0,1,0,0,0,33.6,33.6,0,0,0,0,0,0,0,1,1,33.6,2,Month-to-month,Mailed check
1,1,1,0,5,1,1,0,0,1,0,0,0,1,79.9,343.95,1,1,0,0,0,0,0,0,5,399.5,3,Month-to-month,Bank transfer (automatic)
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.7,20.7,0,0,1,0,0,0,1,0,1,20.7,2,Month-to-month,Electronic check
1,0,0,1,62,1,1,0,0,1,1,1,1,1,104.05,6590.5,0,1,0,0,1,0,1,0,62,6451.099999999999,1,Two year,Electronic check
0,0,1,1,36,1,0,0,0,0,0,0,0,0,20.25,717.95,0,0,1,0,1,0,0,0,36,729.0,0,Two year,Bank transfer (automatic)
0,1,0,0,28,1,1,0,0,1,1,1,1,1,103.3,2890.65,1,1,0,0,0,0,1,0,28,2892.4,3,Month-to-month,Electronic check
0,0,1,1,69,1,1,1,1,0,1,1,0,0,73.7,4885.85,0,0,0,1,0,1,0,0,69,5085.3,1,One year,Credit card (automatic)
0,0,1,0,11,1,1,1,0,0,1,1,0,1,96.2,1222.05,1,1,0,0,0,1,0,0,11,1058.2,3,Month-to-month,Credit card (automatic)
0,0,1,0,63,1,1,0,1,1,1,1,1,1,108.75,6871.7,0,1,0,0,0,0,1,0,63,6851.25,1,Month-to-month,Electronic check
1,0,0,0,23,1,0,0,0,0,0,0,0,0,20.15,405.6,0,0,1,1,0,0,0,0,23,463.45,2,One year,Bank transfer (automatic)
1,0,0,0,10,1,0,0,0,0,0,0,0,0,19.75,208.25,0,0,1,0,0,1,0,0,10,197.5,2,Month-to-month,Credit card (automatic)
0,0,1,0,71,1,1,0,0,0,0,0,0,1,25.95,1801.9,0,0,1,0,1,1,0,0,71,1842.45,0,Two year,Credit card (automatic)
0,1,0,0,45,1,1,1,0,0,1,0,1,1,70.05,3062.45,0,0,0,0,0,0,1,0,45,3152.25,0,Month-to-month,Electronic check
0,0,1,1,70,1,1,0,0,0,0,0,0,0,24.05,1764.75,0,0,1,0,1,0,0,1,70,1683.5,0,Two year,Mailed check
0,0,0,1,22,1,1,0,0,0,0,0,1,1,84.75,1816.75,0,1,0,0,0,0,1,0,22,1864.5,3,Month-to-month,Electronic check
0,0,1,1,52,1,1,0,0,0,0,0,0,0,23.05,1255.1,0,0,1,0,1,0,0,1,52,1198.6000000000001,0,Two year,Mailed check
1,0,1,0,55,1,1,0,0,1,1,1,1,1,104.15,5743.05,1,1,0,1,0,0,1,0,55,5728.25,1,One year,Electronic check
0,0,0,0,65,0,0,1,0,1,1,1,1,0,59.95,3921.1,0,0,0,0,1,1,0,0,65,3896.75,0,Two year,Credit card (automatic)
0,0,1,1,72,1,0,0,0,0,0,0,0,0,19.55,1463.45,0,0,1,0,1,0,0,0,72,1407.6000000000001,0,Two year,Bank transfer (automatic)
1,0,1,0,10,1,0,0,0,0,0,0,0,0,19.6,189.45,0,0,1,1,0,0,0,0,10,196.0,2,One year,Bank transfer (automatic)
0,0,0,1,7,1,0,0,0,0,0,0,0,0,20.05,96.8,0,0,1,1,0,0,0,1,7,140.35,2,One year,Mailed check
1,1,0,0,5,1,0,0,1,0,0,0,1,1,85.55,408.5,0,1,0,0,0,0,1,0,5,427.75,3,Month-to-month,Electronic check
0,0,1,1,24,1,1,1,0,1,0,1,1,0,78.6,1846.65,0,0,0,0,1,1,0,0,24,1886.3999999999999,3,Two year,Credit card (automatic)
0,0,1,1,72,1,1,1,1,1,1,1,1,1,116.8,8456.75,0,1,0,0,1,1,0,0,72,8409.6,1,Two year,Credit card (automatic)
1,0,0,0,21,0,0,1,0,0,1,1,0,1,43.55,1011.5,0,0,0,0,0,0,0,1,21,914.55,2,Month-to-month,Mailed check
1,0,1,0,69,0,0,0,1,1,1,1,1,1,60.8,4263.4,0,0,0,1,0,1,0,0,69,4195.2,1,One year,Credit card (automatic)
1,0,1,1,44,1,0,0,1,0,1,0,0,1,54.9,2549.1,0,0,0,0,0,0,0,0,44,2415.6,0,Month-to-month,Bank transfer (automatic)
0,1,1,1,61,1,1,0,0,1,0,1,0,1,65.2,3965.05,0,0,0,1,0,0,1,0,61,3977.2000000000003,1,One year,Electronic check
1,1,0,0,24,1,1,0,1,1,0,1,1,1,102.95,2496.7,1,1,0,0,0,1,0,0,24,2470.8,3,Month-to-month,Credit card (automatic)
0,0,0,0,1,1,0,0,0,0,0,1,1,0,90.6,90.6,1,1,0,0,0,0,1,0,1,90.6,3,Month-to-month,Electronic check
0,0,0,0,6,1,0,0,0,0,1,0,0,1,50.8,288.05,1,0,0,0,0,0,0,0,6,304.79999999999995,2,Month-to-month,Bank transfer (automatic)
1,0,0,0,4,1,1,0,1,0,0,0,1,1,90.05,368.1,1,1,0,0,0,0,1,0,4,360.2,3,Month-to-month,Electronic check
1,0,1,0,72,1,1,0,1,1,1,1,1,1,108.2,7840.6,0,1,0,0,1,0,1,0,72,7790.400000000001,1,Two year,Electronic check
1,0,0,0,72,1,1,1,1,1,1,1,1,0,92.0,6632.75,0,0,0,0,1,0,0,0,72,6624.0,1,Two year,Bank transfer (automatic)
1,1,1,0,14,1,1,0,0,0,0,0,0,1,75.1,1013.35,0,1,0,0,0,0,1,0,14,1051.3999999999999,3,Month-to-month,Electronic check
1,0,0,0,7,1,1,0,0,0,0,0,0,1,25.05,152.95,0,0,1,0,0,0,0,0,7,175.35,2,Month-to-month,Bank transfer (automatic)
0,0,0,0,48,1,0,0,1,0,0,0,0,0,75.15,3772.65,0,1,0,1,0,0,1,0,48,3607.2000000000003,1,One year,Electronic check
1,0,1,1,55,1,0,0,0,0,0,0,0,0,19.5,1026.35,0,0,1,1,0,0,0,1,55,1072.5,0,One year,Mailed check
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,0,0,1,0,0,1,0,0,1,19.3,2,Month-to-month,Credit card (automatic)
1,0,0,0,45,1,0,1,1,1,1,1,1,0,112.2,5031.85,0,1,0,1,0,1,0,0,45,5049.0,1,One year,Credit card (automatic)
1,0,0,0,3,1,0,0,0,0,0,0,0,1,70.3,220.4,0,1,0,0,0,0,0,1,3,210.89999999999998,3,Month-to-month,Mailed check
0,0,1,0,71,1,0,0,0,0,0,0,0,0,19.6,1416.5,0,0,1,0,1,0,0,1,71,1391.6000000000001,0,Two year,Mailed check
1,0,1,0,8,1,0,0,0,0,0,0,0,0,20.25,158.35,0,0,1,0,0,0,0,1,8,162.0,2,Month-to-month,Mailed check
0,0,1,0,3,1,1,0,0,0,0,0,0,1,75.85,256.6,1,1,0,0,0,0,1,0,3,227.54999999999998,3,Month-to-month,Electronic check
1,0,1,1,69,1,0,1,1,0,1,1,1,0,80.65,5542.55,0,0,0,0,1,0,0,0,69,5564.85,1,Two year,Bank transfer (automatic)
1,0,1,1,1,1,0,0,0,0,0,0,0,1,68.5,68.5,1,1,0,0,0,0,1,0,1,68.5,3,Month-to-month,Electronic check
0,1,1,0,72,1,1,1,1,1,1,1,1,1,115.75,8443.7,0,1,0,0,1,1,0,0,72,8334.0,1,Two year,Credit card (automatic)
1,0,0,0,11,1,0,1,0,0,0,0,0,1,73.5,791.75,1,1,0,0,0,0,1,0,11,808.5,3,Month-to-month,Electronic check
1,0,0,0,71,1,1,1,1,1,1,0,1,0,80.6,5708.2,0,0,0,0,1,0,0,0,71,5722.599999999999,1,Two year,Bank transfer (automatic)
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,1,0,0,0,0,0,1,1,69.95,3,Month-to-month,Mailed check
0,0,1,0,33,0,0,1,0,1,1,1,1,0,59.55,2016.3,0,0,0,0,1,0,0,0,33,1965.1499999999999,3,Two year,Bank transfer (automatic)
0,0,0,0,16,1,0,0,0,0,0,0,0,0,19.05,326.65,0,0,1,1,0,0,0,1,16,304.8,2,One year,Mailed check
0,1,1,0,56,1,1,1,1,1,1,0,0,0,95.65,5471.75,0,1,0,1,0,0,1,0,56,5356.400000000001,1,One year,Electronic check
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.95,19.95,0,0,1,0,0,1,0,0,1,19.95,2,Month-to-month,Credit card (automatic)
1,0,0,0,5,1,0,0,0,1,0,1,1,1,70.05,346.4,1,0,0,0,0,0,1,0,5,350.25,3,Month-to-month,Electronic check
1,0,1,1,57,1,0,0,0,0,0,0,0,0,19.4,1061.6,0,0,1,1,0,0,0,1,57,1105.8,0,One year,Mailed check
1,0,1,1,56,0,0,0,1,1,0,0,0,1,36.1,1971.5,0,0,0,1,0,1,0,0,56,2021.6000000000001,0,One year,Credit card (automatic)
1,0,0,0,8,1,1,0,1,1,0,1,0,1,94.0,773.65,1,1,0,0,0,0,1,0,8,752.0,3,Month-to-month,Electronic check
0,0,1,1,22,1,0,1,1,1,0,0,0,0,61.15,1422.05,1,0,0,0,0,0,0,1,22,1345.3,3,Month-to-month,Mailed check
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,0,0,0,0,1,1,19.75,2,Month-to-month,Mailed check
0,0,0,1,40,1,0,1,0,0,1,1,0,1,64.1,2460.35,0,0,0,0,0,1,0,0,40,2564.0,0,Month-to-month,Credit card (automatic)
1,0,1,1,46,1,0,0,0,0,0,0,0,0,19.75,856.5,0,0,1,0,1,1,0,0,46,908.5,0,Two year,Credit card (automatic)
1,0,1,1,63,1,0,0,0,0,0,0,0,0,19.7,1275.85,0,0,1,0,1,0,0,1,63,1241.1,0,Two year,Mailed check
1,0,1,1,68,1,1,1,1,1,0,1,1,1,110.2,7467.5,0,1,0,0,1,0,1,0,68,7493.6,1,Two year,Electronic check
1,0,1,1,69,1,0,1,1,0,1,1,1,1,106.35,7261.75,0,1,0,0,1,1,0,0,69,7338.15,1,Two year,Credit card (automatic)
0,0,1,0,56,1,1,0,1,1,1,0,0,0,90.55,5116.6,0,1,0,0,0,0,1,0,56,5070.8,1,Month-to-month,Electronic check
0,0,1,1,10,1,0,0,1,1,0,0,1,1,65.9,660.05,0,0,0,1,0,0,0,1,10,659.0,3,One year,Mailed check
1,0,0,0,63,1,1,1,1,1,1,1,0,0,104.5,6590.8,0,1,0,1,0,1,0,0,63,6583.5,1,One year,Credit card (automatic)
0,0,1,1,24,0,0,1,1,1,1,0,1,1,52.5,1208.15,0,0,0,0,1,0,0,1,24,1260.0,2,Two year,Mailed check
0,0,0,0,19,1,1,0,0,1,0,0,0,1,56.1,1033.9,0,0,0,0,0,0,0,1,19,1065.9,3,Month-to-month,Mailed check
1,0,1,1,22,1,1,0,0,1,0,1,0,1,88.75,1885.15,0,1,0,0,0,0,1,0,22,1952.5,3,Month-to-month,Electronic check
1,0,1,0,29,1,1,1,1,0,0,0,0,1,84.45,2467.1,1,1,0,0,0,0,1,0,29,2449.05,3,Month-to-month,Electronic check
1,0,1,0,13,1,1,0,0,1,0,1,1,1,75.3,989.45,1,0,0,1,0,0,0,1,13,978.9,3,One year,Mailed check
0,0,1,0,70,1,1,0,0,0,0,0,0,1,26.0,2006.95,0,0,1,0,1,0,0,0,70,1820.0,0,Two year,Bank transfer (automatic)
0,0,1,0,49,1,0,0,1,1,0,1,1,0,99.4,5025.0,0,1,0,0,0,0,1,0,49,4870.6,1,Month-to-month,Electronic check
0,1,1,0,43,1,1,1,0,1,1,1,1,1,109.55,4830.25,1,1,0,1,0,0,0,1,43,4710.65,1,One year,Mailed check
0,0,0,0,3,1,0,0,0,0,0,0,0,1,19.6,59.75,1,0,1,0,0,0,0,1,3,58.800000000000004,2,Month-to-month,Mailed check
1,0,1,1,42,1,0,0,0,1,1,1,1,0,73.15,3088.25,0,0,0,1,0,0,1,0,42,3072.3,3,One year,Electronic check
1,0,0,0,57,1,0,0,1,0,1,0,0,1,54.65,3134.7,0,0,0,1,0,0,0,1,57,3115.0499999999997,0,One year,Mailed check
1,1,0,0,2,1,0,1,0,1,0,1,0,0,66.4,94.55,1,0,0,0,0,0,0,0,2,132.8,3,Month-to-month,Bank transfer (automatic)
0,0,1,0,72,1,1,1,1,1,1,1,1,1,115.55,8312.4,0,1,0,0,1,1,0,0,72,8319.6,1,Two year,Credit card (automatic)
0,1,0,0,46,1,1,0,1,1,0,1,1,1,104.45,4863.85,0,1,0,0,0,0,1,0,46,4804.7,1,Month-to-month,Electronic check
1,1,1,0,66,1,1,0,0,0,1,1,1,1,100.05,6871.9,1,1,0,0,0,1,0,0,66,6603.3,1,Month-to-month,Credit card (automatic)
1,0,0,0,62,1,1,1,1,0,1,0,1,0,102.0,6529.25,1,1,0,1,0,0,1,0,62,6324.0,1,One year,Electronic check
0,0,1,0,72,1,1,1,1,1,1,1,1,1,91.15,6637.9,0,0,0,0,1,0,0,0,72,6562.8,1,Two year,Bank transfer (automatic)
1,0,1,1,35,1,0,0,1,0,1,1,0,1,89.7,3165.6,0,1,0,1,0,0,1,0,35,3139.5,3,One year,Electronic check
1,0,1,0,17,1,1,1,1,1,0,0,0,0,90.2,1454.15,1,1,0,0,0,1,0,0,17,1533.4,3,Month-to-month,Credit card (automatic)
0,0,1,0,72,1,1,1,1,1,1,1,1,1,92.4,6786.1,0,0,0,0,1,0,1,0,72,6652.8,1,Two year,Electronic check
0,0,1,1,28,1,0,0,0,0,0,0,0,0,19.9,543.0,0,0,1,1,0,0,0,1,28,557.1999999999999,2,One year,Mailed check
1,0,1,0,56,1,1,0,0,0,0,0,0,1,25.15,1327.15,1,0,1,0,1,1,0,0,56,1408.3999999999999,0,Two year,Credit card (automatic)
0,0,0,0,31,1,1,0,0,0,1,0,0,1,79.85,2404.15,1,1,0,0,0,1,0,0,31,2475.35,3,Month-to-month,Credit card (automatic)
1,0,0,0,45,1,0,0,0,0,0,0,0,0,18.85,867.3,0,0,1,1,0,0,0,0,45,848.2500000000001,0,One year,Bank transfer (automatic)
0,0,0,0,1,1,1,0,0,0,0,0,0,1,25.75,25.75,0,0,1,0,0,0,0,1,1,25.75,2,Month-to-month,Mailed check
0,0,0,0,2,1,0,0,1,0,0,0,0,1,49.6,114.7,1,0,0,0,0,0,0,1,2,99.2,2,Month-to-month,Mailed check
0,0,0,0,6,1,0,0,0,0,0,0,0,1,20.95,109.5,0,0,1,0,0,0,0,1,6,125.69999999999999,2,Month-to-month,Mailed check
0,0,1,0,48,1,0,0,1,1,0,1,1,1,97.05,4692.95,0,1,0,1,0,0,1,0,48,4658.4,1,One year,Electronic check
1,0,1,1,25,1,1,0,0,0,0,0,0,1,25.4,546.85,0,0,1,0,0,0,0,0,25,635.0,2,Month-to-month,Bank transfer (automatic)
1,0,1,1,64,1,0,0,0,0,0,0,0,1,19.7,1274.05,0,0,1,0,1,0,0,0,64,1260.8,0,Two year,Bank transfer (automatic)
1,0,0,0,50,0,0,1,1,0,0,0,0,1,35.0,1782.4,0,0,0,0,0,0,0,1,50,1750.0,0,Month-to-month,Mailed check
0,0,1,1,52,1,1,0,0,1,0,1,1,0,101.25,5301.1,0,1,0,1,0,0,0,0,52,5265.0,1,One year,Bank transfer (automatic)
1,1,1,0,4,1,0,0,0,0,0,0,0,1,70.2,280.35,0,1,0,0,0,0,1,0,4,280.8,3,Month-to-month,Electronic check
0,1,0,0,32,1,0,0,0,0,0,1,1,0,90.95,2897.95,0,1,0,0,0,0,1,0,32,2910.4,3,Month-to-month,Electronic check
1,0,1,1,45,1,1,1,1,0,1,1,0,0,73.85,3371.0,0,0,0,0,1,1,0,0,45,3323.2499999999995,1,Two year,Credit card (automatic)
1,0,1,0,9,1,1,1,0,0,0,0,1,1,88.05,801.3,0,1,0,0,0,0,1,0,9,792.4499999999999,3,Month-to-month,Electronic check
0,1,1,0,66,1,1,0,0,1,1,1,1,1,105.95,6975.25,1,1,0,1,0,1,0,0,66,6992.7,1,One year,Credit card (automatic)
1,0,0,1,3,1,1,0,0,1,0,0,1,0,91.85,257.05,1,1,0,0,0,0,1,0,3,275.54999999999995,3,Month-to-month,Electronic check
0,0,0,0,54,1,0,0,0,0,0,0,0,0,20.1,1079.45,0,0,1,0,1,0,0,1,54,1085.4,0,Two year,Mailed check
0,0,1,1,1,0,0,0,0,0,1,1,0,0,40.1,40.1,1,0,0,0,0,0,1,0,1,40.1,2,Month-to-month,Electronic check
0,0,1,1,64,1,1,1,1,0,1,1,1,0,110.3,6997.3,0,1,0,0,1,0,0,0,64,7059.2,1,Two year,Bank transfer (automatic)
0,1,0,0,31,1,1,0,0,0,0,0,0,1,73.9,2217.15,1,1,0,0,0,0,1,0,31,2290.9,3,Month-to-month,Electronic check
0,0,0,0,14,1,0,0,0,0,0,1,1,1,89.8,1129.1,1,1,0,0,0,0,0,1,14,1257.2,3,Month-to-month,Mailed check
0,0,0,0,12,1,0,1,0,0,0,1,0,1,85.15,979.05,0,1,0,1,0,1,0,0,12,1021.8000000000001,3,One year,Credit card (automatic)
1,1,1,0,67,1,0,1,1,0,1,0,0,1,60.95,4119.4,0,0,0,1,0,0,0,0,67,4083.65,1,One year,Bank transfer (automatic)
0,0,1,1,35,1,1,1,0,1,1,1,0,0,72.25,2568.55,1,0,0,0,0,0,1,0,35,2528.75,3,Month-to-month,Electronic check
0,0,0,0,45,1,1,1,0,0,1,0,1,0,73.55,3349.1,0,0,0,0,1,0,0,1,45,3309.75,1,Two year,Mailed check
1,0,0,0,10,1,0,0,0,0,0,0,0,0,46.0,492.1,0,0,0,0,0,0,0,1,10,460.0,2,Month-to-month,Mailed check
0,1,0,0,29,1,1,1,1,0,0,0,0,1,58.55,1718.95,0,0,0,0,0,0,0,0,29,1697.9499999999998,3,Month-to-month,Bank transfer (automatic)
0,0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,605.25,0,0,1,1,0,0,0,0,24,590.4000000000001,2,One year,Bank transfer (automatic)
1,0,1,1,66,1,0,0,0,0,0,0,0,1,19.75,1344.5,0,0,1,0,1,0,0,1,66,1303.5,0,Two year,Mailed check
1,0,0,0,51,1,0,1,0,0,0,1,0,0,86.35,4267.15,0,1,0,1,0,0,0,1,51,4403.849999999999,1,One year,Mailed check
0,0,1,0,45,1,1,0,0,0,0,0,0,0,25.5,1121.05,0,0,1,0,1,0,0,1,45,1147.5,0,Two year,Mailed check
0,0,1,0,49,1,0,0,0,0,0,0,0,0,19.0,918.7,0,0,1,1,0,1,0,0,49,931.0,0,One year,Credit card (automatic)
0,0,1,0,29,1,0,0,0,0,0,0,0,1,19.55,521.8,0,0,1,0,1,0,0,1,29,566.95,2,Two year,Mailed check
1,0,1,1,40,1,1,1,1,0,1,1,1,1,110.1,4469.1,0,1,0,0,0,1,0,0,40,4404.0,1,Month-to-month,Credit card (automatic)
0,1,0,0,37,1,1,0,0,0,0,1,1,1,96.55,3580.3,1,1,0,0,0,0,1,0,37,3572.35,1,Month-to-month,Electronic check
1,0,0,0,25,1,0,0,0,0,0,0,0,0,69.75,1729.35,0,1,0,0,0,0,1,0,25,1743.75,3,Month-to-month,Electronic check
0,0,0,0,22,0,0,0,0,1,0,1,1,1,50.6,1073.3,0,0,0,0,0,0,1,0,22,1113.2,2,Month-to-month,Electronic check
1,0,0,0,72,0,0,1,1,1,1,1,1,1,65.6,4566.5,0,0,0,0,1,0,0,0,72,4723.2,1,Two year,Bank transfer (automatic)
0,0,0,0,7,0,0,0,1,0,0,0,1,1,40.1,293.3,1,0,0,0,0,1,0,0,7,280.7,2,Month-to-month,Credit card (automatic)
1,0,1,1,33,1,0,0,1,1,1,1,1,0,82.1,2603.1,0,0,0,0,1,1,0,0,33,2709.2999999999997,3,Two year,Credit card (automatic)
0,0,0,0,23,1,0,0,1,0,1,0,0,1,79.1,1783.75,0,1,0,0,0,0,0,1,23,1819.3,3,Month-to-month,Mailed check
1,1,0,0,24,1,1,0,1,0,0,1,1,1,101.25,2440.15,1,1,0,0,0,0,1,0,24,2430.0,3,Month-to-month,Electronic check
0,0,0,0,1,1,0,0,0,0,0,1,0,0,79.55,79.55,1,1,0,0,0,0,1,0,1,79.55,3,Month-to-month,Electronic check
1,0,0,0,69,1,1,1,1,1,1,1,1,0,90.65,6322.1,0,0,0,0,1,0,0,1,69,6254.85,1,Two year,Mailed check
0,0,0,1,3,1,0,0,0,0,0,0,0,1,20.55,57.4,0,0,1,1,0,1,0,0,3,61.650000000000006,2,One year,Credit card (automatic)
1,0,0,0,56,1,0,0,1,0,1,1,1,1,75.75,4284.65,0,0,0,1,0,0,0,0,56,4242.0,1,One year,Bank transfer (automatic)
1,0,0,0,65,1,1,1,0,1,1,1,1,1,110.0,7138.65,0,1,0,1,0,1,0,0,65,7150.0,1,One year,Credit card (automatic)
1,0,1,0,71,1,0,0,0,0,0,0,0,0,20.85,1539.75,0,0,1,1,0,0,1,0,71,1480.3500000000001,0,One year,Electronic check
0,1,0,0,14,1,1,0,0,1,0,0,0,1,80.35,1058.1,0,1,0,0,0,0,0,0,14,1124.8999999999999,3,Month-to-month,Bank transfer (automatic)
0,0,0,0,2,1,0,0,0,0,0,0,0,1,70.15,123.8,0,1,0,0,0,0,1,0,2,140.3,3,Month-to-month,Electronic check
0,0,0,0,32,1,1,0,0,0,0,1,0,0,84.05,2781.85,1,1,0,1,0,0,1,0,32,2689.6,3,One year,Electronic check
1,0,0,0,40,1,0,1,0,1,0,0,1,0,67.45,2731.0,0,0,0,0,0,0,1,0,40,2698.0,3,Month-to-month,Electronic check
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.75,20.75,0,0,1,0,0,1,0,0,1,20.75,2,Month-to-month,Credit card (automatic)
1,0,0,0,1,1,0,0,0,0,0,1,1,1,89.1,89.1,1,1,0,0,0,0,1,0,1,89.1,3,Month-to-month,Electronic check
0,0,0,0,7,1,0,0,0,0,0,0,0,1,69.9,497.3,0,1,0,0,0,0,0,1,7,489.30000000000007,3,Month-to-month,Mailed check
